,label
103010,0
103011,0
103012,1
103013,0
103014,1
103015,0
103016,0
103017,0
103018,0
103019,0
103020,0
103021,1
103022,1
103023,0
103024,0
103025,0
103026,0
103027,0
103028,0
103029,1
103030,0
103031,0
103032,1
103033,0
103034,0
103035,0
103036,0
103037,0
103038,1
103039,0
103040,1
103041,0
103042,1
103043,0
103044,0
103045,0
103046,1
103047,0
103048,0
103049,1
103050,0
103051,0
103052,1
103053,0
103054,0
103055,0
103056,1
103057,0
103058,0
103059,0
103060,0
103061,0
103062,0
103063,1
103064,1
103065,1
103066,0
103067,0
103068,0
103069,0
103070,0
103071,1
103072,0
103073,1
103074,0
103075,1
103076,1
103077,0
103078,0
103079,0
103080,0
103081,0
103082,0
103083,0
103084,0
103085,0
103086,0
103087,0
103088,0
103089,0
103090,0
103091,0
103092,0
103093,0
103094,0
103095,1
103096,0
103097,0
103098,0
103099,0
103100,1
103101,0
103102,0
103103,0
103104,0
103105,0
103106,1
103107,0
103108,1
103109,0
103110,0
103111,1
103112,0
103113,1
103114,0
103115,0
103116,0
103117,1
103118,0
103119,0
103120,0
103121,0
103122,0
103123,0
103124,0
103125,1
103126,0
103127,1
103128,0
103129,0
103130,0
103131,0
103132,1
103133,0
103134,0
103135,1
103136,1
103137,0
103138,0
103139,0
103140,0
103141,1
103142,0
103143,0
103144,0
103145,0
103146,0
103147,1
103148,0
103149,0
103150,1
103151,1
103152,1
103153,0
103154,1
103155,0
103156,0
103157,1
103158,0
103159,0
103160,0
103161,0
103162,1
103163,0
103164,1
103165,1
103166,0
103167,0
103168,0
103169,1
103170,0
103171,1
103172,0
103173,0
103174,0
103175,1
103176,1
103177,1
103178,1
103179,0
103180,0
103181,0
103182,0
103183,0
103184,1
103185,0
103186,1
103187,0
103188,0
103189,0
103190,1
103191,0
103192,0
103193,0
103194,0
103195,0
103196,0
103197,0
103198,0
103199,0
103200,0
103201,1
103202,0
103203,0
103204,1
103205,0
103206,1
103207,0
103208,0
103209,0
103210,0
103211,0
103212,0
103213,0
103214,1
103215,0
103216,0
103217,0
103218,0
103219,0
103220,0
103221,0
103222,0
103223,0
103224,1
103225,0
103226,0
103227,0
103228,1
103229,0
103230,0
103231,0
103232,1
103233,0
103234,0
103235,0
103236,0
103237,0
103238,1
103239,0
103240,1
103241,0
103242,1
103243,0
103244,0
103245,0
103246,0
103247,0
103248,0
103249,0
103250,0
103251,1
103252,0
103253,1
103254,1
103255,0
103256,0
103257,1
103258,0
103259,1
103260,1
103261,0
103262,0
103263,0
103264,0
103265,0
103266,0
103267,1
103268,0
103269,0
103270,0
103271,0
103272,0
103273,0
103274,0
103275,0
103276,1
103277,0
103278,0
103279,0
103280,0
103281,0
103282,1
103283,0
103284,0
103285,0
103286,0
103287,0
103288,0
103289,0
103290,1
103291,0
103292,1
103293,1
103294,0
103295,0
103296,0
103297,1
103298,0
103299,0
103300,0
103301,0
103302,0
103303,0
103304,0
103305,0
103306,1
103307,1
103308,1
103309,0
103310,1
103311,1
103312,0
103313,0
103314,0
103315,0
103316,0
103317,0
103318,1
103319,0
103320,0
103321,1
103322,1
103323,1
103324,1
103325,0
103326,0
103327,0
103328,0
103329,1
103330,0
103331,0
103332,0
103333,0
103334,0
103335,0
103336,0
103337,1
103338,1
103339,1
103340,0
103341,1
103342,0
103343,0
103344,0
103345,1
103346,0
103347,0
103348,0
103349,0
103350,0
103351,1
103352,0
103353,0
103354,1
103355,0
103356,1
103357,0
103358,0
103359,0
103360,0
103361,1
103362,0
103363,0
103364,0
103365,1
103366,1
103367,1
103368,0
103369,0
103370,0
103371,0
103372,0
103373,0
103374,1
103375,0
103376,0
103377,0
103378,1
103379,1
103380,1
103381,0
103382,0
103383,0
103384,1
103385,1
103386,0
103387,0
103388,0
103389,0
103390,1
103391,1
103392,0
103393,1
103394,0
103395,0
103396,0
103397,0
103398,0
103399,0
103400,0
103401,0
103402,0
103403,0
103404,0
103405,0
103406,0
103407,1
103408,0
103409,1
103410,0
103411,1
103412,0
103413,1
103414,0
103415,0
103416,0
103417,0
103418,0
103419,0
103420,0
103421,1
103422,0
103423,0
103424,0
103425,0
103426,0
103427,0
103428,0
103429,1
103430,0
103431,0
103432,0
103433,1
103434,0
103435,1
103436,1
103437,0
103438,1
103439,0
103440,0
103441,1
103442,0
103443,0
103444,1
103445,0
103446,1
103447,0
103448,0
103449,0
103450,0
103451,0
103452,0
103453,0
103454,1
103455,1
103456,0
103457,0
103458,0
103459,0
103460,0
103461,1
103462,1
103463,1
103464,0
103465,0
103466,0
103467,1
103468,0
103469,1
103470,0
103471,0
103472,0
103473,1
103474,0
103475,0
103476,1
103477,0
103478,1
103479,0
103480,1
103481,0
103482,1
103483,0
103484,1
103485,0
103486,0
103487,1
103488,0
103489,1
103490,0
103491,0
103492,0
103493,1
103494,0
103495,0
103496,0
103497,1
103498,0
103499,0
103500,1
103501,1
103502,1
103503,1
103504,0
103505,0
103506,1
103507,0
103508,0
103509,1
103510,1
103511,0
103512,0
103513,0
103514,0
103515,0
103516,1
103517,0
103518,0
103519,1
103520,1
103521,0
103522,1
103523,1
103524,0
103525,0
103526,1
103527,1
103528,0
103529,1
103530,0
103531,1
103532,0
103533,0
103534,1
103535,0
103536,0
103537,1
103538,0
103539,0
103540,0
103541,0
103542,1
103543,0
103544,0
103545,0
103546,0
103547,0
103548,0
103549,1
103550,1
103551,0
103552,0
103553,0
103554,1
103555,0
103556,0
103557,0
103558,0
103559,1
103560,0
103561,0
103562,0
103563,0
103564,0
103565,0
103566,0
103567,0
103568,0
103569,0
103570,1
103571,0
103572,0
103573,0
103574,0
103575,0
103576,0
103577,0
103578,0
103579,1
103580,0
103581,0
103582,0
103583,0
103584,0
103585,1
103586,1
103587,0
103588,0
103589,0
103590,1
103591,0
103592,0
103593,0
103594,1
103595,0
103596,0
103597,0
103598,0
103599,0
103600,0
103601,0
103602,0
103603,1
103604,0
103605,0
103606,1
103607,0
103608,0
103609,0
103610,0
103611,0
103612,0
103613,0
103614,0
103615,0
103616,0
103617,0
103618,0
103619,0
103620,0
103621,0
103622,0
103623,0
103624,1
103625,0
103626,0
103627,0
103628,1
103629,0
103630,0
103631,0
103632,0
103633,1
103634,0
103635,1
103636,0
103637,1
103638,1
103639,0
103640,0
103641,0
103642,1
103643,0
103644,0
103645,0
103646,0
103647,1
103648,0
103649,0
103650,0
103651,0
103652,0
103653,0
103654,0
103655,1
103656,0
103657,0
103658,0
103659,0
103660,1
103661,0
103662,0
103663,1
103664,0
103665,0
103666,1
103667,0
103668,0
103669,1
103670,0
103671,0
103672,0
103673,0
103674,0
103675,0
103676,0
103677,0
103678,1
103679,0
103680,1
103681,0
103682,1
103683,0
103684,1
103685,0
103686,1
103687,1
103688,1
103689,1
103690,1
103691,1
103692,1
103693,0
103694,0
103695,0
103696,0
103697,0
103698,0
103699,1
103700,1
103701,0
103702,0
103703,0
103704,0
103705,0
103706,1
103707,0
103708,1
103709,0
103710,1
103711,0
103712,0
103713,0
103714,0
103715,0
103716,0
103717,1
103718,1
103719,0
103720,0
103721,0
103722,0
103723,1
103724,0
103725,1
103726,0
103727,1
103728,0
103729,1
103730,0
103731,0
103732,0
103733,0
103734,0
103735,0
103736,0
103737,1
103738,0
103739,0
103740,1
103741,0
103742,0
103743,0
103744,0
103745,0
103746,1
103747,1
103748,0
103749,1
103750,0
103751,0
103752,0
103753,0
103754,1
103755,0
103756,1
103757,0
103758,0
103759,0
103760,0
103761,1
103762,0
103763,0
103764,0
103765,0
103766,0
103767,0
103768,0
103769,1
103770,0
103771,0
103772,1
103773,0
103774,0
103775,0
103776,1
103777,0
103778,1
103779,0
103780,0
103781,0
103782,0
103783,0
103784,0
103785,1
103786,1
103787,0
103788,1
103789,0
103790,0
103791,1
103792,0
103793,0
103794,0
103795,0
103796,1
103797,0
103798,0
103799,0
103800,1
103801,0
103802,1
103803,0
103804,0
103805,0
103806,0
103807,0
103808,0
103809,0
103810,0
103811,1
103812,0
103813,0
103814,0
103815,0
103816,0
103817,0
103818,0
103819,0
103820,0
103821,0
103822,1
103823,0
103824,0
103825,1
103826,0
103827,1
103828,0
103829,0
103830,0
103831,0
103832,0
103833,0
103834,0
103835,1
103836,0
103837,0
103838,0
103839,0
103840,1
103841,0
103842,0
103843,0
103844,0
103845,1
103846,0
103847,0
103848,0
103849,0
103850,1
103851,0
103852,0
103853,0
103854,0
103855,0
103856,0
103857,0
103858,1
103859,0
103860,1
103861,1
103862,0
103863,0
103864,0
103865,0
103866,1
103867,1
103868,0
103869,1
103870,0
103871,0
103872,0
103873,1
103874,0
103875,0
103876,1
103877,0
103878,0
103879,1
103880,1
103881,0
103882,0
103883,0
103884,0
103885,0
103886,0
103887,0
103888,0
103889,0
103890,0
103891,0
103892,0
103893,0
103894,0
103895,0
103896,0
103897,0
103898,0
103899,1
103900,0
103901,0
103902,1
103903,0
103904,1
103905,0
103906,0
103907,1
103908,1
103909,0
103910,0
103911,0
103912,1
103913,0
103914,0
103915,0
103916,0
103917,0
103918,0
103919,0
103920,0
103921,1
103922,1
103923,0
103924,1
103925,0
103926,1
103927,0
103928,0
103929,0
103930,0
103931,0
103932,1
103933,0
103934,0
103935,0
103936,0
103937,0
103938,0
103939,1
103940,0
103941,0
103942,0
103943,0
103944,0
103945,0
103946,0
103947,0
103948,0
103949,0
103950,0
103951,0
103952,0
103953,0
103954,1
103955,1
103956,0
103957,0
103958,1
103959,0
103960,0
103961,0
103962,0
103963,0
103964,0
103965,0
103966,0
103967,1
103968,0
103969,0
103970,0
103971,0
103972,0
103973,0
103974,0
103975,0
103976,0
103977,0
103978,0
103979,0
103980,0
103981,1
103982,0
103983,0
103984,0
103985,0
103986,1
103987,1
103988,0
103989,1
103990,0
103991,0
103992,0
103993,0
103994,0
103995,0
103996,0
103997,1
103998,1
103999,0
104000,0
104001,0
104002,0
104003,0
104004,0
104005,1
104006,0
104007,0
104008,0
104009,0
104010,0
104011,1
104012,0
104013,0
104014,0
104015,0
104016,1
104017,1
104018,1
104019,0
104020,0
104021,0
104022,0
104023,1
104024,1
104025,0
104026,1
104027,0
104028,1
104029,0
104030,0
104031,0
104032,1
104033,1
104034,0
104035,1
104036,1
104037,0
104038,0
104039,0
104040,0
104041,1
104042,0
104043,0
104044,1
104045,0
104046,0
104047,0
104048,0
104049,1
104050,0
104051,1
104052,0
104053,0
104054,0
104055,0
104056,0
104057,0
104058,0
104059,0
104060,0
104061,0
104062,1
104063,0
104064,0
104065,1
104066,1
104067,0
104068,0
104069,1
104070,0
104071,0
104072,0
104073,1
104074,0
104075,0
104076,1
104077,0
104078,1
104079,1
104080,1
104081,0
104082,0
104083,1
104084,0
104085,0
104086,1
104087,1
104088,0
104089,0
104090,0
104091,1
104092,1
104093,1
104094,0
104095,1
104096,0
104097,0
104098,0
104099,0
104100,0
104101,0
104102,1
104103,1
104104,1
104105,0
104106,1
104107,0
104108,0
104109,1
104110,0
104111,1
104112,0
104113,1
104114,0
104115,0
104116,0
104117,0
104118,0
104119,0
104120,0
104121,0
104122,0
104123,1
104124,1
104125,0
104126,0
104127,0
104128,0
104129,0
104130,1
104131,0
104132,1
104133,0
104134,0
104135,0
104136,1
104137,1
104138,1
104139,0
104140,0
104141,0
104142,1
104143,0
104144,1
104145,0
104146,0
104147,1
104148,0
104149,1
104150,0
104151,0
104152,1
104153,0
104154,0
104155,0
104156,0
104157,0
104158,0
104159,1
104160,0
104161,1
104162,0
104163,0
104164,0
104165,1
104166,1
104167,0
104168,0
104169,0
104170,0
104171,1
104172,1
104173,0
104174,1
104175,1
104176,0
104177,1
104178,0
104179,0
104180,0
104181,1
104182,0
104183,0
104184,0
104185,0
104186,0
104187,0
104188,0
104189,1
104190,1
104191,0
104192,0
104193,1
104194,0
104195,0
104196,0
104197,0
104198,0
104199,1
104200,0
104201,0
104202,1
104203,0
104204,1
104205,0
104206,0
104207,0
104208,0
104209,0
104210,0
104211,0
104212,1
104213,0
104214,0
104215,0
104216,1
104217,0
104218,0
104219,0
104220,0
104221,0
104222,0
104223,1
104224,0
104225,0
104226,0
104227,0
104228,0
104229,1
104230,1
104231,0
104232,0
104233,1
104234,0
104235,1
104236,0
104237,1
104238,1
104239,0
104240,0
104241,0
104242,0
104243,0
104244,0
104245,0
104246,1
104247,0
104248,0
104249,0
104250,0
104251,0
104252,1
104253,1
104254,1
104255,1
104256,0
104257,0
104258,0
104259,0
104260,0
104261,0
104262,1
104263,1
104264,1
104265,0
104266,0
104267,1
104268,0
104269,1
104270,1
104271,1
104272,1
104273,1
104274,0
104275,0
104276,1
104277,1
104278,0
104279,0
104280,0
104281,0
104282,1
104283,1
104284,1
104285,0
104286,1
104287,1
104288,1
104289,0
104290,0
104291,1
104292,0
104293,0
104294,0
104295,1
104296,0
104297,1
104298,0
104299,0
104300,1
104301,1
104302,1
104303,0
104304,0
104305,0
104306,1
104307,0
104308,0
104309,0
104310,1
104311,0
104312,0
104313,0
104314,0
104315,1
104316,0
104317,0
104318,0
104319,0
104320,0
104321,0
104322,0
104323,0
104324,0
104325,0
104326,0
104327,0
104328,0
104329,1
104330,0
104331,1
104332,0
104333,0
104334,0
104335,1
104336,0
104337,0
104338,0
104339,1
104340,0
104341,0
104342,1
104343,0
104344,1
104345,0
104346,0
104347,0
104348,0
104349,0
104350,0
104351,0
104352,1
104353,0
104354,1
104355,0
104356,0
104357,0
104358,1
104359,0
104360,0
104361,0
104362,0
104363,0
104364,0
104365,0
104366,1
104367,0
104368,0
104369,1
104370,0
104371,1
104372,0
104373,0
104374,0
104375,0
104376,0
104377,0
104378,1
104379,0
104380,0
104381,1
104382,0
104383,0
104384,0
104385,1
104386,1
104387,0
104388,1
104389,1
104390,0
104391,0
104392,0
104393,0
104394,1
104395,1
104396,0
104397,1
104398,1
104399,1
104400,0
104401,0
104402,1
104403,0
104404,1
104405,0
104406,1
104407,0
104408,1
104409,0
104410,0
104411,0
104412,0
104413,1
104414,0
104415,0
104416,1
104417,0
104418,0
104419,0
104420,1
104421,1
104422,0
104423,0
104424,0
104425,1
104426,1
104427,1
104428,0
104429,0
104430,0
104431,0
104432,0
104433,1
104434,1
104435,1
104436,0
104437,0
104438,0
104439,0
104440,0
104441,0
104442,1
104443,0
104444,1
104445,0
104446,0
104447,0
104448,0
104449,0
104450,0
104451,0
104452,0
104453,0
104454,0
104455,0
104456,0
104457,1
104458,0
104459,0
104460,0
104461,0
104462,1
104463,0
104464,0
104465,0
104466,1
104467,1
104468,1
104469,0
104470,1
104471,0
104472,0
104473,0
104474,0
104475,0
104476,1
104477,0
104478,0
104479,0
104480,1
104481,0
104482,0
104483,0
104484,0
104485,0
104486,0
104487,0
104488,0
104489,0
104490,1
104491,0
104492,0
104493,0
104494,1
104495,0
104496,0
104497,0
104498,0
104499,0
104500,0
104501,1
104502,0
104503,0
104504,0
104505,0
104506,0
104507,0
104508,0
104509,0
104510,0
104511,1
104512,0
104513,0
104514,0
104515,0
104516,0
104517,0
104518,1
104519,0
104520,0
104521,1
104522,0
104523,1
104524,1
104525,0
104526,0
104527,0
104528,0
104529,0
104530,1
104531,0
104532,1
104533,0
104534,1
104535,0
104536,0
104537,0
104538,1
104539,0
104540,0
104541,0
104542,1
104543,0
104544,0
104545,0
104546,0
104547,0
104548,1
104549,1
104550,1
104551,0
104552,0
104553,1
104554,0
104555,0
104556,0
104557,1
104558,1
104559,0
104560,0
104561,0
104562,1
104563,0
104564,0
104565,0
104566,0
104567,0
104568,0
104569,0
104570,1
104571,0
104572,0
104573,0
104574,0
104575,0
104576,0
104577,0
104578,0
104579,0
104580,0
104581,0
104582,0
104583,0
104584,0
104585,1
104586,1
104587,0
104588,0
104589,0
104590,0
104591,0
104592,0
104593,0
104594,0
104595,0
104596,1
104597,0
104598,0
104599,1
104600,1
104601,0
104602,1
104603,0
104604,1
104605,0
104606,0
104607,1
104608,0
104609,0
104610,0
104611,1
104612,1
104613,0
104614,0
104615,0
104616,0
104617,0
104618,1
104619,0
104620,0
104621,0
104622,0
104623,0
104624,0
104625,0
104626,0
104627,0
104628,1
104629,0
104630,1
104631,1
104632,1
104633,1
104634,0
104635,0
104636,1
104637,0
104638,0
104639,0
104640,1
104641,0
104642,0
104643,1
104644,0
104645,0
104646,0
104647,0
104648,0
104649,0
104650,0
104651,0
104652,0
104653,0
104654,1
104655,0
104656,0
104657,0
104658,1
104659,1
104660,0
104661,1
104662,1
104663,0
104664,0
104665,1
104666,0
104667,0
104668,1
104669,1
104670,1
104671,0
104672,1
104673,0
104674,0
104675,0
104676,0
104677,0
104678,0
104679,0
104680,0
104681,0
104682,0
104683,1
104684,0
104685,0
104686,0
104687,1
104688,1
104689,0
104690,0
104691,0
104692,0
104693,0
104694,1
104695,0
104696,1
104697,0
104698,1
104699,1
104700,0
104701,0
104702,1
104703,0
104704,0
104705,0
104706,0
104707,0
104708,1
104709,0
104710,0
104711,1
104712,0
104713,1
104714,0
104715,0
104716,0
104717,0
104718,0
104719,0
104720,0
104721,0
104722,1
104723,1
104724,1
104725,1
104726,0
104727,0
104728,0
104729,1
104730,0
104731,0
104732,0
104733,0
104734,0
104735,1
104736,0
104737,1
104738,1
104739,0
104740,0
104741,0
104742,0
104743,0
104744,0
104745,0
104746,0
104747,1
104748,0
104749,1
104750,0
104751,0
104752,1
104753,1
104754,1
104755,0
104756,0
104757,1
104758,0
104759,0
104760,0
104761,1
104762,1
104763,0
104764,0
104765,1
104766,1
104767,1
104768,0
104769,1
104770,1
104771,0
104772,1
104773,0
104774,0
104775,0
104776,1
104777,1
104778,0
104779,1
104780,0
104781,0
104782,0
104783,1
104784,0
104785,0
104786,0
104787,1
104788,1
104789,1
104790,0
104791,0
104792,0
104793,0
104794,0
104795,0
104796,1
104797,0
104798,0
104799,0
104800,0
104801,1
104802,1
104803,1
104804,1
104805,1
104806,0
104807,0
104808,0
104809,1
104810,0
104811,0
104812,0
104813,0
104814,0
104815,0
104816,0
104817,1
104818,0
104819,1
104820,0
104821,1
104822,1
104823,0
104824,0
104825,0
104826,1
104827,0
104828,0
104829,0
104830,1
104831,0
104832,0
104833,0
104834,0
104835,0
104836,0
104837,0
104838,0
104839,1
104840,0
104841,1
104842,0
104843,0
104844,0
104845,0
104846,0
104847,0
104848,0
104849,1
104850,0
104851,0
104852,1
104853,0
104854,0
104855,0
104856,0
104857,1
104858,0
104859,0
104860,0
104861,0
104862,0
104863,0
104864,1
104865,0
104866,0
104867,0
104868,0
104869,0
104870,0
104871,0
104872,0
104873,0
104874,0
104875,1
104876,0
104877,0
104878,0
104879,0
104880,0
104881,0
104882,0
104883,0
104884,1
104885,0
104886,0
104887,0
104888,0
104889,1
104890,0
104891,0
104892,0
104893,0
104894,0
104895,0
104896,0
104897,0
104898,0
104899,1
104900,0
104901,0
104902,0
104903,0
104904,0
104905,0
104906,0
104907,0
104908,0
104909,0
104910,0
104911,0
104912,0
104913,0
104914,0
104915,0
104916,0
104917,0
104918,0
104919,1
104920,1
104921,1
104922,0
104923,0
104924,1
104925,0
104926,0
104927,0
104928,0
104929,0
104930,1
104931,0
104932,0
104933,0
104934,1
104935,1
104936,1
104937,1
104938,0
104939,0
104940,1
104941,0
104942,0
104943,0
104944,0
104945,0
104946,0
104947,0
104948,0
104949,1
104950,0
104951,1
104952,0
104953,0
104954,0
104955,0
104956,0
104957,0
104958,1
104959,1
104960,0
104961,1
104962,0
104963,0
104964,1
104965,1
104966,1
104967,1
104968,0
104969,0
104970,0
104971,0
104972,0
104973,0
104974,0
104975,0
104976,1
104977,0
104978,1
104979,0
104980,0
104981,1
104982,0
104983,0
104984,1
104985,1
104986,1
104987,1
104988,0
104989,0
104990,1
104991,0
104992,0
104993,0
104994,0
104995,0
104996,0
104997,0
104998,0
104999,0
105000,1
105001,1
105002,0
105003,0
105004,1
105005,0
105006,1
105007,0
105008,0
105009,0
105010,0
105011,1
105012,0
105013,0
105014,0
105015,0
105016,0
105017,0
105018,0
105019,0
105020,0
105021,0
105022,0
105023,0
105024,0
105025,0
105026,0
105027,1
105028,0
105029,0
105030,0
105031,0
105032,0
105033,0
105034,0
105035,1
105036,0
105037,1
105038,0
105039,0
105040,0
105041,1
105042,1
105043,1
105044,0
105045,0
105046,1
105047,0
105048,1
105049,1
105050,0
105051,0
105052,0
105053,0
105054,0
105055,0
105056,0
105057,0
105058,0
105059,0
105060,0
105061,0
105062,0
105063,0
105064,1
105065,1
105066,0
105067,0
105068,0
105069,0
105070,1
105071,0
105072,0
105073,0
105074,0
105075,0
105076,0
105077,0
105078,0
105079,0
105080,0
105081,1
105082,0
105083,1
105084,0
105085,0
105086,0
105087,0
105088,1
105089,0
105090,0
105091,0
105092,0
105093,0
105094,0
105095,0
105096,0
105097,0
105098,0
105099,1
105100,0
105101,0
105102,1
105103,0
105104,1
105105,0
105106,0
105107,1
105108,1
105109,0
105110,1
105111,1
105112,0
105113,0
105114,0
105115,0
105116,1
105117,0
105118,0
105119,0
105120,0
105121,0
105122,0
105123,0
105124,0
105125,0
105126,0
105127,0
105128,0
105129,0
105130,0
105131,1
105132,0
105133,1
105134,0
105135,0
105136,0
105137,0
105138,1
105139,0
105140,0
105141,1
105142,0
105143,0
105144,1
105145,0
105146,0
105147,0
105148,0
105149,0
105150,0
105151,0
105152,0
105153,0
105154,0
105155,0
105156,0
105157,1
105158,1
105159,0
105160,0
105161,0
105162,0
105163,0
105164,1
105165,0
105166,0
105167,0
105168,1
105169,0
105170,0
105171,0
105172,0
105173,1
105174,0
105175,0
105176,0
105177,0
105178,0
105179,0
105180,0
105181,0
105182,1
105183,0
105184,0
105185,0
105186,0
105187,0
105188,1
105189,0
105190,1
105191,1
105192,0
105193,0
105194,1
105195,0
105196,0
105197,0
105198,0
105199,0
105200,0
105201,0
105202,1
105203,0
105204,0
105205,1
105206,0
105207,0
105208,0
105209,0
105210,1
105211,1
105212,0
105213,1
105214,0
105215,0
105216,0
105217,0
105218,1
105219,0
105220,0
105221,1
105222,0
105223,1
105224,0
105225,1
105226,0
105227,0
105228,1
105229,0
105230,0
105231,1
105232,1
105233,0
105234,1
105235,0
105236,1
105237,0
105238,0
105239,0
105240,0
105241,0
105242,1
105243,0
105244,1
105245,0
105246,0
105247,0
105248,0
105249,1
105250,0
105251,0
105252,0
105253,0
105254,1
105255,0
105256,0
105257,1
105258,0
105259,0
105260,1
105261,0
105262,0
105263,0
105264,0
105265,0
105266,1
105267,1
105268,0
105269,1
105270,0
105271,1
105272,0
105273,0
105274,0
105275,1
105276,0
105277,0
105278,1
105279,0
105280,0
105281,0
105282,1
105283,1
105284,0
105285,0
105286,1
105287,0
105288,0
105289,0
105290,1
105291,1
105292,0
105293,0
105294,0
105295,1
105296,0
105297,0
105298,0
105299,0
105300,0
105301,1
105302,0
105303,0
105304,0
105305,1
105306,0
105307,0
105308,1
105309,1
105310,0
105311,1
105312,0
105313,0
105314,0
105315,0
105316,1
105317,0
105318,0
105319,1
105320,1
105321,0
105322,1
105323,1
105324,0
105325,1
105326,0
105327,0
105328,1
105329,0
105330,0
105331,0
105332,1
105333,0
105334,0
105335,0
105336,0
105337,1
105338,0
105339,1
105340,0
105341,0
105342,0
105343,0
105344,1
105345,0
105346,0
105347,0
105348,0
105349,0
105350,0
105351,0
105352,0
105353,0
105354,0
105355,1
105356,0
105357,0
105358,0
105359,1
105360,0
105361,0
105362,0
105363,0
105364,0
105365,0
105366,0
105367,0
105368,1
105369,0
105370,0
105371,0
105372,0
105373,0
105374,1
105375,0
105376,1
105377,1
105378,1
105379,0
105380,0
105381,0
105382,0
105383,0
105384,0
105385,0
105386,0
105387,0
105388,1
105389,0
105390,1
105391,0
105392,0
105393,0
105394,1
105395,0
105396,0
105397,0
105398,0
105399,0
105400,0
105401,0
105402,0
105403,0
105404,1
105405,1
105406,1
105407,0
105408,0
105409,1
105410,0
105411,0
105412,0
105413,1
105414,0
105415,0
105416,0
105417,1
105418,0
105419,0
105420,1
105421,1
105422,1
105423,0
105424,0
105425,1
105426,1
105427,0
105428,0
105429,0
105430,1
105431,0
105432,0
105433,0
105434,0
105435,1
105436,0
105437,1
105438,0
105439,0
105440,0
105441,0
105442,0
105443,0
105444,0
105445,0
105446,1
105447,0
105448,1
105449,0
105450,0
105451,1
105452,0
105453,0
105454,0
105455,0
105456,0
105457,0
105458,0
105459,0
105460,0
105461,0
105462,1
105463,1
105464,0
105465,0
105466,0
105467,1
105468,1
105469,0
105470,0
105471,0
105472,0
105473,1
105474,0
105475,0
105476,1
105477,0
105478,1
105479,0
105480,0
105481,0
105482,1
105483,0
105484,0
105485,0
105486,0
105487,0
105488,1
105489,1
105490,0
105491,0
105492,1
105493,1
105494,0
105495,1
105496,1
105497,0
105498,0
105499,1
105500,1
105501,0
105502,0
105503,0
105504,0
105505,0
105506,1
105507,0
105508,0
105509,0
105510,0
105511,0
105512,1
105513,1
105514,1
105515,0
105516,1
105517,0
105518,0
105519,0
105520,0
105521,1
105522,1
105523,0
105524,0
105525,0
105526,0
105527,1
105528,1
105529,1
105530,0
105531,0
105532,0
105533,0
105534,0
105535,1
105536,1
105537,0
105538,1
105539,0
105540,1
105541,1
105542,0
105543,0
105544,0
105545,0
105546,0
105547,0
105548,0
105549,0
105550,0
105551,0
105552,0
105553,0
105554,0
105555,0
105556,0
105557,0
105558,0
105559,0
105560,0
105561,0
105562,0
105563,0
105564,0
105565,0
105566,0
105567,1
105568,0
105569,1
105570,1
105571,0
105572,0
105573,0
105574,0
105575,0
105576,0
105577,0
105578,0
105579,0
105580,1
105581,0
105582,0
105583,0
105584,0
105585,0
105586,0
105587,0
105588,0
105589,0
105590,0
105591,0
105592,0
105593,0
105594,1
105595,1
105596,1
105597,0
105598,0
105599,0
105600,1
105601,1
105602,1
105603,0
105604,1
105605,0
105606,1
105607,1
105608,0
105609,0
105610,0
105611,0
105612,0
105613,0
105614,1
105615,0
105616,0
105617,0
105618,1
105619,0
105620,0
105621,0
105622,0
105623,0
105624,0
105625,0
105626,1
105627,0
105628,1
105629,1
105630,0
105631,0
105632,1
105633,1
105634,0
105635,1
105636,1
105637,0
105638,0
105639,0
105640,1
105641,0
105642,0
105643,0
105644,0
105645,0
105646,1
105647,0
105648,1
105649,1
105650,1
105651,0
105652,0
105653,0
105654,0
105655,1
105656,0
105657,0
105658,0
105659,0
105660,0
105661,1
105662,1
105663,0
105664,1
105665,1
105666,1
105667,0
105668,0
105669,0
105670,0
105671,0
105672,0
105673,0
105674,0
105675,0
105676,0
105677,0
105678,0
105679,0
105680,0
105681,0
105682,1
105683,0
105684,0
105685,0
105686,0
105687,0
105688,0
105689,0
105690,0
105691,1
105692,0
105693,0
105694,1
105695,0
105696,0
105697,0
105698,0
105699,1
105700,0
105701,0
105702,0
105703,1
105704,0
105705,0
105706,0
105707,0
105708,0
105709,0
105710,0
105711,0
105712,0
105713,0
105714,1
105715,0
105716,1
105717,0
105718,1
105719,0
105720,1
105721,0
105722,0
105723,0
105724,0
105725,0
105726,0
105727,0
105728,0
105729,0
105730,0
105731,0
105732,0
105733,0
105734,0
105735,0
105736,1
105737,0
105738,0
105739,1
105740,0
105741,0
105742,0
105743,0
105744,1
105745,0
105746,0
105747,0
105748,0
105749,0
105750,0
105751,1
105752,0
105753,1
105754,0
105755,0
105756,0
105757,1
105758,1
105759,0
105760,0
105761,0
105762,0
105763,0
105764,0
105765,1
105766,0
105767,0
105768,0
105769,0
105770,0
105771,0
105772,1
105773,1
105774,0
105775,0
105776,0
105777,0
105778,1
105779,0
105780,0
105781,0
105782,0
105783,0
105784,0
105785,0
105786,1
105787,0
105788,0
105789,0
105790,0
105791,0
105792,1
105793,0
105794,1
105795,0
105796,1
105797,0
105798,0
105799,0
105800,1
105801,0
105802,0
105803,0
105804,0
105805,0
105806,0
105807,0
105808,1
